agrovet_name,region,specialty,phone,email,statement,image_path,region_encoded,specialty_encoded,phone_numeric,phone_scaled
GreenDepot (Maina),Machakos,fertilizers,25475589321,greendepot_machakos@farmershub.co.ke,"GreenDepot (Maina), located in Machakos County, specializes in fertilizers. Contact: +25475589321, Email: greendepot_machakos@farmershub.co.ke. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Machakos\GreenDepot_(Maina)_9019.jpg,10,5,25475589321,-0.7061414375893633
AgriDepot (Kiptoo),Nakuru,beekeeping tools,25472158129,agridepotk_nakuru@yahoo.com,"AgriDepot (Kiptoo), located in Nakuru County, specializes in beekeeping tools. Contact: +25472158129, Email: agridepotk_nakuru@yahoo.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Nakuru\AgriDepot_(Kiptoo)_974.jpg,16,1,25472158129,-0.706173278481524
LivestockShop (Chebet),Naivasha,crop protection chemicals,254119786503,livestocks_naivasha@yahoo.com,"LivestockShop (Chebet), located in Naivasha County, specializes in crop protection chemicals. Contact: +254119786503, Email: livestocks_naivasha@yahoo.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Naivasha\LivestockShop_(Chebet)_1825.jpg,15,2,254119786503,1.4156387558928711
HarvestStores (Kilonzo),Kisumu,fertilizers,25470100529,harveststo_kisumu@yahoo.com,"HarvestStores (Kilonzo), located in Kisumu County, specializes in fertilizers. Contact: +25470100529, Email: harveststo_kisumu@yahoo.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Kisumu\HarvestStores_(Kilonzo)_6973.jpg,7,5,25470100529,-0.7061923726679495
VetHub (Njeri),Migori,poultry inputs,25415625360,vethubnjer_migori@agrovet.co.ke,"VetHub (Njeri), located in Migori County, specializes in poultry inputs. Contact: +25415625360, Email: vethubnjer_migori@agrovet.co.ke. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Migori\VetHub_(Njeri)_7657.jpg,12,8,25415625360,-0.7066978931930508
PrimeWorld (Ochieng),Busia,seed distribution,25416349563,primeworld_busia@outlook.com,"PrimeWorld (Ochieng), located in Busia County, specializes in seed distribution. Contact: +25416349563, Email: primeworld_busia@outlook.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Busia\PrimeWorld_(Ochieng)_3901.jpg,0,9,25416349563,-0.706691172709433
GreenDepot (Njeri),Siaya,crop protection chemicals,25478563653,greendepot_siaya@farmershub.co.ke,"GreenDepot (Njeri), located in Siaya County, specializes in crop protection chemicals. Contact: +25478563653, Email: greendepot_siaya@farmershub.co.ke. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Siaya\GreenDepot_(Njeri)_2595.jpg,18,2,25478563653,-0.7061138362821611
ProStores (Kimani),Kajiado,crop protection chemicals,25416123795,prostoresk_kajiado@gmail.com,"ProStores (Kimani), located in Kajiado County, specializes in crop protection chemicals. Contact: +25416123795, Email: prostoresk_kajiado@gmail.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Kajiado\ProStores_(Kimani)_5185.jpg,5,2,25416123795,-0.7066932677989941
GreenShop (Chebet),Migori,seed distribution,25475506616,greenshopc_migori@outlook.com,"GreenShop (Chebet), located in Migori County, specializes in seed distribution. Contact: +25475506616, Email: greenshopc_migori@outlook.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Migori\GreenShop_(Chebet)_3990.jpg,12,9,25475506616,-0.7061422050780338
CropEnterprises (Njeri),Nakuru,veterinary medicine,25417065828,cropenterp_nakuru@gmail.com,"CropEnterprises (Njeri), located in Nakuru County, specializes in veterinary medicine. Contact: +25417065828, Email: cropenterp_nakuru@gmail.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Nakuru\CropEnterprises_(Njeri)_4937.jpg,16,11,25417065828,-0.7066845258891375
EcoDepot (Cheruiyot),Kitale,fertilizers,25417563161,ecodepotch_kitale@yahoo.com,"EcoDepot (Cheruiyot), located in Kitale County, specializes in fertilizers. Contact: +25417563161, Email: ecodepotch_kitale@yahoo.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Kitale\EcoDepot_(Cheruiyot)_3208.jpg,8,5,25417563161,-0.7066799107214579
BioFarmers Ltd (Okello),Kakamega,vaccines,25410041001,biofarmers_kakamega@outlook.com,"BioFarmers Ltd (Okello), located in Kakamega County, specializes in vaccines. Contact: +25410041001, Email: biofarmers_kakamega@outlook.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Kakamega\BioFarmers_Ltd_(Okello)_1512.jpg,6,10,25410041001,-0.7067497151175323
CropAgency (Wanjiku),Machakos,farm machinery,25412439834,cropagency_machakos@yahoo.com,"CropAgency (Wanjiku), located in Machakos County, specializes in farm machinery. Contact: +25412439834, Email: cropagency_machakos@yahoo.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Machakos\CropAgency_(Wanjiku)_3057.jpg,10,4,25412439834,-0.7067274543455135
ProFarmers Ltd (Ochieng),Meru,poultry inputs,25415269112,profarmers_meru@agrovet.co.ke,"ProFarmers Ltd (Ochieng), located in Meru County, specializes in poultry inputs. Contact: +25415269112, Email: profarmers_meru@agrovet.co.ke. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Meru\ProFarmers_Ltd_(Ochieng)_2953.jpg,11,8,25415269112,-0.7067011991153515
ProAgrovet (Wanjiku),Nakuru,animal health care,25412249279,proagrovet_nakuru@agrovet.co.ke,"ProAgrovet (Wanjiku), located in Nakuru County, specializes in animal health care. Contact: +25412249279, Email: proagrovet_nakuru@agrovet.co.ke. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Nakuru\ProAgrovet_(Wanjiku)_5317.jpg,16,0,25412249279,-0.7067292226642803
LivestockMart (Kimani),Mombasa,fish farming supplies,25478390813,livestockm_mombasa@outlook.com,"LivestockMart (Kimani), located in Mombasa County, specializes in fish farming supplies. Contact: +25478390813, Email: livestockm_mombasa@outlook.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Mombasa\LivestockMart_(Kimani)_4146.jpg,13,6,25478390813,-0.7061154402086686
BioAgrovet (Wanjiku),Busia,livestock feeds,25473423738,bioagrovet_busia@gmail.com,"BioAgrovet (Wanjiku), located in Busia County, specializes in livestock feeds. Contact: +25473423738, Email: bioagrovet_busia@gmail.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Busia\BioAgrovet_(Wanjiku)_4002.jpg,0,7,25473423738,-0.706161533840103
ProWorld (Mwangi),Uasin Gishu,farm machinery,254112027389,proworldmw_uasingishu@yahoo.com,"ProWorld (Mwangi), located in Uasin Gishu County, specializes in farm machinery. Contact: +254112027389, Email: proworldmw_uasingishu@yahoo.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Uasin Gishu\ProWorld_(Mwangi)_4161.jpg,19,4,254112027389,1.4155667526030127
CropDepot (Omondi),Eldoret,vaccines,254112675505,cropdepoto_eldoret@farmershub.co.ke,"CropDepot (Omondi), located in Eldoret County, specializes in vaccines. Contact: +254112675505, Email: cropdepoto_eldoret@farmershub.co.ke. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Eldoret\CropDepot_(Omondi)_9214.jpg,1,10,254112675505,1.4155727670119014
ProServices (Njeri),Nakuru,poultry inputs,254111623356,proservice_nakuru@gmail.com,"ProServices (Njeri), located in Nakuru County, specializes in poultry inputs. Contact: +254111623356, Email: proservice_nakuru@gmail.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Nakuru\ProServices_(Njeri)_3135.jpg,16,8,254111623356,1.4155630032438447
CropHub (Kilonzo),Naivasha,veterinary medicine,25473472579,crophubkil_naivasha@agrovet.co.ke,"CropHub (Kilonzo), located in Naivasha County, specializes in veterinary medicine. Contact: +25473472579, Email: crophubkil_naivasha@agrovet.co.ke. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Naivasha\CropHub_(Kilonzo)_1750.jpg,15,11,25473472579,-0.706161080603731
AnimalFarmers Ltd (Ochieng),Uasin Gishu,fish farming supplies,25410412039,animalfarm_uasingishu@yahoo.com,"AnimalFarmers Ltd (Ochieng), located in Uasin Gishu County, specializes in fish farming supplies. Contact: +25410412039, Email: animalfarm_uasingishu@yahoo.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Uasin Gishu\AnimalFarmers_Ltd_(Ochieng)_3661.jpg,19,6,25410412039,-0.7067462719464869
RuralHub (Mutiso),Garissa,fertilizers,25413816066,ruralhubmu_garissa@agrovet.co.ke,"RuralHub (Mutiso), located in Garissa County, specializes in fertilizers. Contact: +25413816066, Email: ruralhubmu_garissa@agrovet.co.ke. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Garissa\RuralHub_(Mutiso)_4703.jpg,2,5,25413816066,-0.7067146831410167
EcoFarmers Ltd (Kiptoo),Garissa,fish farming supplies,25475702515,ecofarmers_garissa@yahoo.com,"EcoFarmers Ltd (Kiptoo), located in Garissa County, specializes in fish farming supplies. Contact: +25475702515, Email: ecofarmers_garissa@yahoo.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Garissa\EcoFarmers_Ltd_(Kiptoo)_7549.jpg,2,6,25475702515,-0.7061403871678342
EcoFarmers Ltd (Njoroge),Mombasa,dairy equipment,25479380331,ecofarmers_mombasa@farmershub.co.ke,"EcoFarmers Ltd (Njoroge), located in Mombasa County, specializes in dairy equipment. Contact: +25479380331, Email: ecofarmers_mombasa@farmershub.co.ke. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Mombasa\EcoFarmers_Ltd_(Njoroge)_1667.jpg,13,3,25479380331,-0.7061062576458947
AgriAgency (Omondi),Kakamega,veterinary medicine,254111880586,agriagency_kakamega@gmail.com,"AgriAgency (Omondi), located in Kakamega County, specializes in veterinary medicine. Contact: +254111880586, Email: agriagency_kakamega@gmail.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Kakamega\AgriAgency_(Omondi)_5405.jpg,6,11,254111880586,1.4155653902955427
HarvestServices (Ochieng),Isiolo,seed distribution,25413223216,harvestser_isiolo@yahoo.com,"HarvestServices (Ochieng), located in Isiolo County, specializes in seed distribution. Contact: +25413223216, Email: harvestser_isiolo@yahoo.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Isiolo\HarvestServices_(Ochieng)_150.jpg,4,9,25413223216,-0.7067201846905998
GreenEnterprises (Maina),Homa Bay,poultry inputs,254111265825,greenenter_homabay@gmail.com,"GreenEnterprises (Maina), located in Homa Bay County, specializes in poultry inputs. Contact: +254111265825, Email: greenenter_homabay@gmail.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Homa Bay\GreenEnterprises_(Maina)_7951.jpg,3,8,254111265825,1.415559685415517
AnimalWorld (Njeri),Nakuru,dairy equipment,25411605045,animalworl_nakuru@yahoo.com,"AnimalWorld (Njeri), located in Nakuru County, specializes in dairy equipment. Contact: +25411605045, Email: animalworl_nakuru@yahoo.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Nakuru\AnimalWorld_(Njeri)_8942.jpg,16,3,25411605045,-0.7067352010488533
AnimalSuppliers (Barasa),Uasin Gishu,veterinary medicine,254110530056,animalsupp_uasingishu@yahoo.com,"AnimalSuppliers (Barasa), located in Uasin Gishu County, specializes in veterinary medicine. Contact: +254110530056, Email: animalsupp_uasingishu@yahoo.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Uasin Gishu\AnimalSuppliers_(Barasa)_8438.jpg,19,11,254110530056,1.4155528576013392
HarvestFarmers Ltd (Cheruiyot),Kajiado,veterinary medicine,254119292333,harvestfar_kajiado@agrovet.co.ke,"HarvestFarmers Ltd (Cheruiyot), located in Kajiado County, specializes in veterinary medicine. Contact: +254119292333, Email: harvestfar_kajiado@agrovet.co.ke. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Kajiado\HarvestFarmers_Ltd_(Cheruiyot)_4685.jpg,5,11,254119292333,1.4156341700773065
GreenEnterprises (Chebet),Nairobi,poultry inputs,25476978501,greenenter_nairobi@yahoo.com,"GreenEnterprises (Chebet), located in Nairobi County, specializes in poultry inputs. Contact: +25476978501, Email: greenenter_nairobi@yahoo.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Nairobi\GreenEnterprises_(Chebet)_1893.jpg,14,8,25476978501,-0.7061285462295759
AgriSolutions (Moraa),Nairobi,fish farming supplies,25418983498,agrisoluti_nairobi@outlook.com,"AgriSolutions (Moraa), located in Nairobi County, specializes in fish farming supplies. Contact: +25418983498, Email: agrisoluti_nairobi@outlook.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Nairobi\AgriSolutions_(Moraa)_6803.jpg,14,6,25418983498,-0.7066667302298827
HarvestShop (Wanjiku),Eldoret,seed distribution,254115732305,harvestsho_eldoret@yahoo.com,"HarvestShop (Wanjiku), located in Eldoret County, specializes in seed distribution. Contact: +254115732305, Email: harvestsho_eldoret@yahoo.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Eldoret\HarvestShop_(Wanjiku)_9202.jpg,1,9,254115732305,1.4156011336084533
GreenWorld (Njoroge),Migori,fertilizers,25410124613,greenworld_migori@yahoo.com,"GreenWorld (Njoroge), located in Migori County, specializes in fertilizers. Contact: +25410124613, Email: greenworld_migori@yahoo.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Migori\GreenWorld_(Njoroge)_691.jpg,12,5,25410124613,-0.7067489392120524
CropDistributors (Otieno),Garissa,dairy equipment,25412309581,cropdistri_garissa@agrovet.co.ke,"CropDistributors (Otieno), located in Garissa County, specializes in dairy equipment. Contact: +25412309581, Email: cropdistri_garissa@agrovet.co.ke. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Garissa\CropDistributors_(Otieno)_8099.jpg,2,3,25412309581,-0.7067286630717308
HarvestServices (Maina),Machakos,farm machinery,25412368606,harvestser_machakos@farmershub.co.ke,"HarvestServices (Maina), located in Machakos County, specializes in farm machinery. Contact: +25412368606, Email: harvestser_machakos@farmershub.co.ke. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Machakos\HarvestServices_(Maina)_5349.jpg,10,4,25412368606,-0.7067281153295293
LivestockHub (Njeri),Busia,livestock feeds,254115260016,livestockh_busia@gmail.com,"LivestockHub (Njeri), located in Busia County, specializes in livestock feeds. Contact: +254115260016, Email: livestockh_busia@gmail.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Busia\LivestockHub_(Njeri)_5679.jpg,0,7,254115260016,1.4155967508449363
DairyCenter (Mutiso),Kakamega,vaccines,25418041290,dairycente_kakamega@gmail.com,"DairyCenter (Mutiso), located in Kakamega County, specializes in vaccines. Contact: +25418041290, Email: dairycente_kakamega@gmail.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Kakamega\DairyCenter_(Mutiso)_3277.jpg,6,10,25418041290,-0.7066754737637103
AgroServices (Kamau),Uasin Gishu,poultry inputs,254118648746,agroservic_uasingishu@gmail.com,"AgroServices (Kamau), located in Uasin Gishu County, specializes in poultry inputs. Contact: +254118648746, Email: agroservic_uasingishu@gmail.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Uasin Gishu\AgroServices_(Kamau)_8897.jpg,19,8,254118648746,1.415628197696786
CropFarmers Ltd (Ochieng),Busia,seed distribution,254112890129,cropfarmer_busia@agrovet.co.ke,"CropFarmers Ltd (Ochieng), located in Busia County, specializes in seed distribution. Contact: +254112890129, Email: cropfarmer_busia@agrovet.co.ke. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Busia\CropFarmers_Ltd_(Ochieng)_8499.jpg,0,9,254112890129,1.4155747586869925
HarvestShop (Achieng),Eldoret,beekeeping tools,254119636050,harvestsho_eldoret@outlook.com,"HarvestShop (Achieng), located in Eldoret County, specializes in beekeeping tools. Contact: +254119636050, Email: harvestsho_eldoret@outlook.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Eldoret\HarvestShop_(Achieng)_3100.jpg,1,1,254119636050,1.4156373597140073
BioDepot (Njoroge),Mombasa,fertilizers,25476898012,biodepotnj_mombasa@outlook.com,"BioDepot (Njoroge), located in Mombasa County, specializes in fertilizers. Contact: +25476898012, Email: biodepotnj_mombasa@outlook.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Mombasa\BioDepot_(Njoroge)_2674.jpg,13,5,25476898012,-0.7061292931541343
BioFarmers Ltd (Njeri),Siaya,vaccines,25419501575,biofarmers_siaya@yahoo.com,"BioFarmers Ltd (Njeri), located in Siaya County, specializes in vaccines. Contact: +25419501575, Email: biofarmers_siaya@yahoo.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Siaya\BioFarmers_Ltd_(Njeri)_1656.jpg,18,10,25419501575,-0.7066619225613268
DairyAgency (Achieng),Machakos,dairy equipment,254112430828,dairyagenc_machakos@outlook.com,"DairyAgency (Achieng), located in Machakos County, specializes in dairy equipment. Contact: +254112430828, Email: dairyagenc_machakos@outlook.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Machakos\DairyAgency_(Achieng)_8821.jpg,10,3,254112430828,1.4155704964499591
FarmMart (Moraa),Nakuru,fish farming supplies,254114013774,farmmartmo_nakuru@yahoo.com,"FarmMart (Moraa), located in Nakuru County, specializes in fish farming supplies. Contact: +254114013774, Email: farmmartmo_nakuru@yahoo.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Nakuru\FarmMart_(Moraa)_3002.jpg,16,6,254114013774,1.4155851859260602
FarmAgency (Moraa),Uasin Gishu,fish farming supplies,254119207079,farmagency_uasingishu@outlook.com,"FarmAgency (Moraa), located in Uasin Gishu County, specializes in fish farming supplies. Contact: +254119207079, Email: farmagency_uasingishu@outlook.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Uasin Gishu\FarmAgency_(Moraa)_6201.jpg,19,6,254119207079,1.4156333789343392
CropCenter (Mutiso),Nyeri,farm machinery,25415231823,cropcenter_nyeri@yahoo.com,"CropCenter (Mutiso), located in Nyeri County, specializes in farm machinery. Contact: +25415231823, Email: cropcenter_nyeri@yahoo.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Nyeri\CropCenter_(Mutiso)_5016.jpg,17,4,25415231823,-0.7067015451510812
AgriSolutions (Barasa),Meru,veterinary medicine,25479947345,agrisoluti_meru@yahoo.com,"AgriSolutions (Barasa), located in Meru County, specializes in veterinary medicine. Contact: +25479947345, Email: agrisoluti_meru@yahoo.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Meru\AgriSolutions_(Barasa)_3984.jpg,11,11,25479947345,-0.7061009958501026
AgriAgency (Kiptoo),Naivasha,animal health care,25417131848,agriagency_naivasha@gmail.com,"AgriAgency (Kiptoo), located in Naivasha County, specializes in animal health care. Contact: +25417131848, Email: agriagency_naivasha@gmail.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Naivasha\AgriAgency_(Kiptoo)_109.jpg,15,0,25417131848,-0.7066839132344972
ProSuppliers (Omondi),Homa Bay,seed distribution,25471425816,prosupplie_homabay@farmershub.co.ke,"ProSuppliers (Omondi), located in Homa Bay County, specializes in seed distribution. Contact: +25471425816, Email: prosupplie_homabay@farmershub.co.ke. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Homa Bay\ProSuppliers_(Omondi)_488.jpg,3,9,25471425816,-0.7061800742245955
PrimeWorld (Otieno),Mombasa,beekeeping tools,25416548878,primeworld_mombasa@outlook.com,"PrimeWorld (Otieno), located in Mombasa County, specializes in beekeeping tools. Contact: +25416548878, Email: primeworld_mombasa@outlook.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Mombasa\PrimeWorld_(Otieno)_6542.jpg,13,1,25416548878,-0.7066893230993205
BioFarmers Ltd (Barasa),Machakos,seed distribution,25470383380,biofarmers_machakos@outlook.com,"BioFarmers Ltd (Barasa), located in Machakos County, specializes in seed distribution. Contact: +25470383380, Email: biofarmers_machakos@outlook.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Machakos\BioFarmers_Ltd_(Barasa)_497.jpg,10,9,25470383380,-0.7061897478576246
BioAgrovet (Kamau),Siaya,dairy equipment,25470200895,bioagrovet_siaya@yahoo.com,"BioAgrovet (Kamau), located in Siaya County, specializes in dairy equipment. Contact: +25470200895, Email: bioagrovet_siaya@yahoo.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Siaya\BioAgrovet_(Kamau)_8031.jpg,18,3,25470200895,-0.7061914412881309
CropDepot (Kilonzo),Machakos,fish farming supplies,254119209960,cropdepotk_machakos@agrovet.co.ke,"CropDepot (Kilonzo), located in Machakos County, specializes in fish farming supplies. Contact: +254119209960, Email: cropdepotk_machakos@agrovet.co.ke. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Machakos\CropDepot_(Kilonzo)_966.jpg,10,6,254119209960,1.415633405669541
FarmDepot (Kimani),Nyeri,seed distribution,25411887639,farmdepotk_nyeri@agrovet.co.ke,"FarmDepot (Kimani), located in Nyeri County, specializes in seed distribution. Contact: +25411887639, Email: farmdepotk_nyeri@agrovet.co.ke. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Nyeri\FarmDepot_(Kimani)_1363.jpg,17,9,25411887639,-0.7067325786234457
FarmEnterprises (Moraa),Kitale,dairy equipment,254118396682,farmenterp_kitale@gmail.com,"FarmEnterprises (Moraa), located in Kitale County, specializes in dairy equipment. Contact: +254118396682, Email: farmenterp_kitale@gmail.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Kitale\FarmEnterprises_(Moraa)_8146.jpg,8,3,254118396682,1.4156258585847101
DairyAgrovet (Wanjiku),Kitui,vaccines,25414422299,dairyagrov_kitui@farmershub.co.ke,"DairyAgrovet (Wanjiku), located in Kitui County, specializes in vaccines. Contact: +25414422299, Email: dairyagrov_kitui@farmershub.co.ke. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Kitui\DairyAgrovet_(Wanjiku)_602.jpg,9,10,25414422299,-0.7067090573994151
AnimalDistributors (Kamau),Kitui,veterinary medicine,254119365484,animaldist_kitui@farmershub.co.ke,"AnimalDistributors (Kamau), located in Kitui County, specializes in veterinary medicine. Contact: +254119365484, Email: animaldist_kitui@farmershub.co.ke. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Kitui\AnimalDistributors_(Kamau)_7644.jpg,9,11,254119365484,1.415634848906443
PrimeEnterprises (Mutiso),Kajiado,animal health care,254118490971,primeenter_kajiado@outlook.com,"PrimeEnterprises (Mutiso), located in Kajiado County, specializes in animal health care. Contact: +254118490971, Email: primeenter_kajiado@outlook.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Kajiado\PrimeEnterprises_(Mutiso)_1296.jpg,5,0,254118490971,1.4156267335709776
AgriAgency (Ochieng),Kitale,vaccines,254115072742,agriagency_kitale@outlook.com,"AgriAgency (Ochieng), located in Kitale County, specializes in vaccines. Contact: +254115072742, Email: agriagency_kitale@outlook.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Kitale\AgriAgency_(Ochieng)_7004.jpg,8,10,254115072742,1.415595012973305
AnimalServices (Mutiso),Nakuru,livestock feeds,254114417130,animalserv_nakuru@yahoo.com,"AnimalServices (Mutiso), located in Nakuru County, specializes in livestock feeds. Contact: +254114417130, Email: animalserv_nakuru@yahoo.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Nakuru\AnimalServices_(Mutiso)_5272.jpg,16,7,254114417130,1.4155889290027805
LivestockWorld (Njoroge),Isiolo,seed distribution,254115763098,livestockw_isiolo@yahoo.com,"LivestockWorld (Njoroge), located in Isiolo County, specializes in seed distribution. Contact: +254115763098, Email: livestockw_isiolo@yahoo.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Isiolo\LivestockWorld_(Njoroge)_964.jpg,4,9,254115763098,1.4156014193623816
LivestockEnterprises (Otieno),Kakamega,poultry inputs,254119171065,livestocke_kakamega@farmershub.co.ke,"LivestockEnterprises (Otieno), located in Kakamega County, specializes in poultry inputs. Contact: +254119171065, Email: livestocke_kakamega@farmershub.co.ke. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Kakamega\LivestockEnterprises_(Otieno)_3568.jpg,6,8,254119171065,1.4156330447303977
AgriSolutions (Omondi),Meru,farm machinery,254115383511,agrisoluti_meru@outlook.com,"AgriSolutions (Omondi), located in Meru County, specializes in farm machinery. Contact: +254115383511, Email: agrisoluti_meru@outlook.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Meru\AgriSolutions_(Omondi)_3049.jpg,11,4,254115383511,1.4155978968580354
ProAgrovet (Ochieng),Busia,farm machinery,254112374439,proagrovet_busia@yahoo.com,"ProAgrovet (Ochieng), located in Busia County, specializes in farm machinery. Contact: +254112374439, Email: proagrovet_busia@yahoo.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Busia\ProAgrovet_(Ochieng)_5243.jpg,0,4,254112374439,1.4155699731694
VetWorld (Kamau),Migori,beekeeping tools,254111354570,vetworldka_migori@outlook.com,"VetWorld (Kamau), located in Migori County, specializes in beekeeping tools. Contact: +254111354570, Email: vetworldka_migori@outlook.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Migori\VetWorld_(Kamau)_7355.jpg,12,1,254111354570,1.4155605089543848
PrimeStores (Wanjiku),Uasin Gishu,vaccines,25417458248,primestore_uasingishu@yahoo.com,"PrimeStores (Wanjiku), located in Uasin Gishu County, specializes in vaccines. Contact: +25417458248, Email: primestore_uasingishu@yahoo.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Uasin Gishu\PrimeStores_(Wanjiku)_2449.jpg,19,10,25417458248,-0.7066808842966816
FarmEnterprises (Okello),Kitui,fertilizers,25414570846,farmenterp_kitui@outlook.com,"FarmEnterprises (Okello), located in Kitui County, specializes in fertilizers. Contact: +25414570846, Email: farmenterp_kitui@outlook.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Kitui\FarmEnterprises_(Okello)_8351.jpg,9,5,25414570846,-0.7067076789079149
CropWorld (Njoroge),Nyeri,livestock feeds,254112384595,cropworldn_nyeri@farmershub.co.ke,"CropWorld (Njoroge), located in Nyeri County, specializes in livestock feeds. Contact: +254112384595, Email: cropworldn_nyeri@farmershub.co.ke. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Nyeri\CropWorld_(Njoroge)_2768.jpg,17,7,254112384595,1.4155700674153942
